Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Major Mechanical Failures,Major Mechanical Failures Questionable,Other Mechanical Failures,Other Mechanical Failures Questionable,Total Mechanical Failures,Total Mechanical Failures Questionable,Vehicle/Passenger Car Miles,Vehicle/Passenger Car Miles Questionable,Vehicle/Passenger Car Revenue Miles,Vehicle/Passenger Car Revenue Miles Questionable,Train Miles,Train Miles Questionable,Train Revenue Miles,Train Revenue Miles Questionable
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,County or Local Government Unit or Department of Transportation,Full Reporter,57466,"Milwaukee, WI","1,306,795",32,MB,PT,4,17,,13,,30,,"116,717",,"115,941",,0,,0,
Monsey New Square Trails Corporation,Spring Valley,NY,20135,Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",32,CB,DO,32,17,,34,,51,,"841,455",,"809,313",,0,,0,
"North Front Range Transportation and Air Quality Planning Council, dba: North Front Range MPO / VanGo",Fort Collins,CO,80106,COG or Other Planning Agency,Full Reporter,30628,"Fort Collins, CO","326,332",32,VP,DO,32,2,,0,,2,,"368,136",,"368,136",,0,,0,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,80009,Public Agency or Authority of Transit Service,Full Reporter,57736,"Missoula, MT","88,109",32,MB,DO,20,42,,61,,103,,"661,670",,"633,207",,0,,0,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,County or Local Government Unit or Department of Transportation,Full Reporter,57466,"Milwaukee, WI","1,306,795",32,DR,DO,2,0,,1,,1,,"46,199",,"35,261",,0,,0,
The Tri-County Council for the Lower Eastern Shore of Maryland,Salisbury,MD,30096,Public Agency or Authority of Transit Service,Full Reporter,78364,"Salisbury, MD--DE","78,075",32,DR,DO,19,35,,15,,50,,"689,944",,"532,331",,0,,0,
Western Contra Costa Transit Authority,Pinole,CA,90159,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",32,MB,PT,18,3,,46,,49,,"897,345",,"838,107",,0,,0,
City of DeKalb,Dekalb,IL,50176,County or Local Government Unit or Department of Transportation,Full Reporter,22960,"DeKalb, IL","64,736",32,MB,PT,18,14,,6,,20,,"738,054",,"718,568",,0,,0,
"City of Huntsville, Alabama, dba: Department of Parking & Public Transit",Huntsville,AL,40071,County or Local Government Unit or Department of Transportation,Full Reporter,40780,"Huntsville, AL","329,066",32,DR,DO,16,17,,14,,31,,"551,318",,"469,342",,0,,0,
"City of Huntsville, Alabama, dba: Department of Parking & Public Transit",Huntsville,AL,40071,County or Local Government Unit or Department of Transportation,Full Reporter,40780,"Huntsville, AL","329,066",32,MB,DO,16,37,,81,,118,,"795,625",,"790,645",,0,,0,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,County or Local Government Unit or Department of Transportation,Full Reporter,57466,"Milwaukee, WI","1,306,795",32,MB,DO,15,3,,32,,35,,"670,876",,"632,480",,0,,0,
Yuba-Sutter Transit Authority,Marysville,CA,90061,Public Agency or Authority of Transit Service,Full Reporter,97939,"Yuba City, CA","125,706",32,MB,PT,15,3,,3,,6,,"535,166",,"506,702",,0,,0,
City of DeKalb,Dekalb,IL,50176,County or Local Government Unit or Department of Transportation,Full Reporter,22960,"DeKalb, IL","64,736",32,DR,PT,14,3,,0,,3,,"355,910",,"320,407",,0,,0,
The Tri-County Council for the Lower Eastern Shore of Maryland,Salisbury,MD,30096,Public Agency or Authority of Transit Service,Full Reporter,78364,"Salisbury, MD--DE","78,075",32,MB,DO,13,42,,16,,58,,"1,110,389",,"1,108,960",,0,,0,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,80009,Public Agency or Authority of Transit Service,Full Reporter,57736,"Missoula, MT","88,109",32,DR,DO,12,4,,4,,8,,"251,409",,"233,413",,0,,0,
Yuba-Sutter Transit Authority,Marysville,CA,90061,Public Agency or Authority of Transit Service,Full Reporter,97939,"Yuba City, CA","125,706",32,DR,PT,10,5,,1,,6,,"241,724",,"206,445",,0,,0,
Anne Arundel County,Annapolis,MD,30129,County or Local Government Unit or Department of Transportation,Full Reporter,4843,"Baltimore, MD","2,212,038",31,MB,PT,7,1,,0,,1,,"933,497",,"796,181",,0,,0,
"City of Norwalk , dba: Norwalk Transit System",Norwalk,CA,90022,County or Local Government Unit or Department of Transportation,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",31,DR,PT,7,23,,113,,136,,"41,525",,"37,153",,0,,0,
"Ozaukee County , dba: Ozaukee County Transit Services",Port Washington,WI,50161,County or Local Government Unit or Department of Transportation,Full Reporter,57466,"Milwaukee, WI","1,306,795",31,CB,PT,7,0,,11,,11,,"147,314",,"85,054",,0,,0,
Bloomington Public Transportation Corporation,Bloomington,IN,50110,Public Agency or Authority of Transit Service,Full Reporter,8380,"Bloomington, IN","110,103",31,DR,DO,6,0,,1,,1,,"105,091",,"96,803",,0,,0,
City of Kokomo,Kokomo,IN,50145,County or Local Government Unit or Department of Transportation,Full Reporter,45694,"Kokomo, IN","62,576",31,MB,DO,5,5,,4,,9,,"169,223",,"166,052",,0,,0,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,30026,County or Local Government Unit or Department of Transportation,Full Reporter,95455,"Williamsport, PA","55,344",31,DR,PT,4,7,,0,,7,,"96,785",,"96,785",,0,,0,
Solano County Transit,Vallejo,CA,90232,Public Agency or Authority of Transit Service,Full Reporter,90028,"Vallejo, CA","175,132",31,DR,PT,4,0,,2,,2,,"103,241",,"92,877",,0,,0,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,30026,County or Local Government Unit or Department of Transportation,Full Reporter,95455,"Williamsport, PA","55,344",31,MB,DO,27,69,,23,,92,,"896,024",,"855,910",,0,,0,
City of Kokomo,Kokomo,IN,50145,County or Local Government Unit or Department of Transportation,Full Reporter,45694,"Kokomo, IN","62,576",31,DR,DO,26,11,,11,,22,,"417,542",,"365,381",,0,,0,
Bloomington Public Transportation Corporation,Bloomington,IN,50110,Public Agency or Authority of Transit Service,Full Reporter,8380,"Bloomington, IN","110,103",31,MB,DO,25,0,,78,,78,,"939,463",,"906,881",,0,,0,
"City of Norwalk , dba: Norwalk Transit System",Norwalk,CA,90022,County or Local Government Unit or Department of Transportation,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",31,MB,DO,24,131,,309,,440,,"1,036,738",,"1,006,323",,0,,0,
"Ozaukee County , dba: Ozaukee County Transit Services",Port Washington,WI,50161,County or Local Government Unit or Department of Transportation,Full Reporter,57466,"Milwaukee, WI","1,306,795",31,DR,PT,24,3,,4,,7,,"1,067,720",,"908,449",,0,,0,
Anne Arundel County,Annapolis,MD,30129,County or Local Government Unit or Department of Transportation,Full Reporter,4843,"Baltimore, MD","2,212,038",31,DR,PT,24,5,,2,,7,,"730,001",,"558,249",,0,,0,
City of Santa Rosa,Santa Rosa,CA,90017,County or Local Government Unit or Department of Transportation,Full Reporter,79498,"Santa Rosa, CA","297,329",31,MB,DO,20,53,,14,,67,,"758,222",,"734,176",,0,,0,
"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,60012,County or Local Government Unit or Department of Transportation,Full Reporter,91027,"Waco, TX","192,844",31,MB,DO,17,9,,33,,42,,"789,972",,"781,781",,0,,0,
"Su Tran LLC , dba: Sioux Area Metro",Sioux Falls,SD,80002,Provider Reporting on Behalf of a Public Entity,Full Reporter,82252,"Sioux Falls, SD","194,283",31,MB,DO,16,70,,31,,101,,"499,764",,"487,831",,0,,0,
Solano County Transit,Vallejo,CA,90232,Public Agency or Authority of Transit Service,Full Reporter,90028,"Vallejo, CA","175,132",31,MB,PT,16,11,,26,,37,,"561,987",,"516,624",,0,,0,
"Su Tran LLC , dba: Sioux Area Metro",Sioux Falls,SD,80002,Provider Reporting on Behalf of a Public Entity,Full Reporter,82252,"Sioux Falls, SD","194,283",31,DR,DO,15,31,,25,,56,,"351,698",,"315,114",,0,,0,
"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,60012,County or Local Government Unit or Department of Transportation,Full Reporter,91027,"Waco, TX","192,844",31,DR,DO,14,5,,28,,33,,"501,900",,"455,753",,0,,0,
Solano County Transit,Vallejo,CA,90232,Public Agency or Authority of Transit Service,Full Reporter,90028,"Vallejo, CA","175,132",31,CB,PT,11,4,,15,,19,,"903,146",,"848,223",,0,,0,
City of Santa Rosa,Santa Rosa,CA,90017,County or Local Government Unit or Department of Transportation,Full Reporter,79498,"Santa Rosa, CA","297,329",31,DR,PT,10,8,,5,,13,,"168,051",,"153,471",,0,,0,
City of Santa Rosa,Santa Rosa,CA,90017,County or Local Government Unit or Department of Transportation,Full Reporter,79498,"Santa Rosa, CA","297,329",31,MB,PT,1,3,,0,,3,,"26,179",,"20,969",,0,,0,
"City of Gardena, dba: GTrans",Gardena,CA,90042,County or Local Government Unit or Department of Transportation,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",30,DR,DO,6,0,,0,,0,,"32,094",,"27,341",,0,,0,
Ulster County,Kingston,NY,20178,County or Local Government Unit or Department of Transportation,Full Reporter,71803,"Poughkeepsie--Newburgh, NY","314,766",30,DR,DO,5,1,,1,,2,,"87,346",,"73,738",,0,,0,
Kentuckiana Regional Planning and Development Agency,Louisville,KY,40196,COG or Other Planning Agency,Full Reporter,51755,"Louisville/Jefferson County, KY--IN","974,397",30,VP,DO,30,7,,34,,41,,"414,956",,"414,956",,0,,0,
North Carolina State University,Raleigh,NC,40147,University,Full Reporter,73261,"Raleigh, NC","1,106,646",30,MB,PT,30,1,,8,,9,,"557,177",,"520,151",,0,,0,
Greater Portland Transit District,Portland,ME,10016,Public Agency or Authority of Transit Service,Full Reporter,71263,"Portland, ME","205,356",30,MB,DO,30,16,,152,,168,,"1,413,879",,"1,345,771",,0,,0,
"Baldwin County Commission, dba: Baldwin Regional Area Transit System",Bay Minette,AL,40928,County or Local Government Unit or Department of Transportation,Full Reporter,28766,"Fairhope--Daphne, AL","76,807",30,DR,DO,30,26,,3,,29,,"1,035,386",,"888,152",,0,,0,
"Knoxville-Knox County Community Action Committee, dba: Knox County CAC Transit",Knoxville,TN,40171,County or Local Government Unit or Department of Transportation,Full Reporter,45640,"Knoxville, TN","597,257",30,DR,DO,30,6,,10,,16,,"1,120,137",,"984,743",,0,,0,
Ulster County,Kingston,NY,20178,County or Local Government Unit or Department of Transportation,Full Reporter,71803,"Poughkeepsie--Newburgh, NY","314,766",30,MB,DO,25,59,,30,,89,,"984,816",,"942,925",,0,,0,
"City of Gardena, dba: GTrans",Gardena,CA,90042,County or Local Government Unit or Department of Transportation,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",30,MB,DO,24,74,,221,,295,,"1,178,632",,"1,155,229",,0,,0,
Beaver County Transit Authority,Rochester,PA,30023,Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",30,DR,DO,17,1,,1,,2,,"480,120",,"395,837",,0,,0,
"County Commissioners of Charles County, MD",La Plata,MD,30088,County or Local Government Unit or Department of Transportation,Full Reporter,91261,"Waldorf, MD","118,601",30,MB,PT,16,9,,29,,38,,"1,375,667",,"1,325,916",,0,,0,
"County Commissioners of Charles County, MD",La Plata,MD,30088,County or Local Government Unit or Department of Transportation,Full Reporter,91261,"Waldorf, MD","118,601",30,DR,PT,14,1,,6,,7,,"494,203",,"437,845",,0,,0,
Beaver County Transit Authority,Rochester,PA,30023,Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",30,MB,DO,13,0,,2,,2,,"691,532",,"603,078",,0,,0,
Southeast Area Transit District,Preston,CT,10040,Public Agency or Authority of Transit Service,Full Reporter,64135,"Norwich--New London, CT","167,432",29,DR,DO,7,5,,6,,11,,"130,184",,"85,257",,0,,0,
"Northern Arizona Intergovernmental Public Transportation Authority, dba: Mountain Line public transit",Flagstaff,AZ,90219,Public Agency or Authority of Transit Service,Full Reporter,29818,"Flagstaff, AZ","79,842",29,VP,PT,6,0,,0,,0,,"88,945",,"88,945",,0,,0,
Southeast Area Transit District,Preston,CT,10040,Public Agency or Authority of Transit Service,Full Reporter,64135,"Norwich--New London, CT","167,432",29,DR,PT,5,2,,0,,2,,"69,878",,"49,388",,0,,0,
The Woodlands Township,Spring,TX,60134,County or Local Government Unit or Department of Transportation,Full Reporter,87300,"The Woodlands--Conroe, TX","402,454",29,MB,DO,4,6,,0,,6,,"106,704",,"92,259",,0,,0,
"Northern Arizona Intergovernmental Public Transportation Authority, dba: Mountain Line public transit",Flagstaff,AZ,90219,Public Agency or Authority of Transit Service,Full Reporter,29818,"Flagstaff, AZ","79,842",29,DR,DO,4,2,,5,,7,,"64,936",,"57,739",,0,,0,
The Woodlands Township,Spring,TX,60134,County or Local Government Unit or Department of Transportation,Full Reporter,87300,"The Woodlands--Conroe, TX","402,454",29,CB,PT,25,5,,0,,5,,"1,062,716",,"517,592",,0,,0,
"Northern Arizona Intergovernmental Public Transportation Authority, dba: Mountain Line public transit",Flagstaff,AZ,90219,Public Agency or Authority of Transit Service,Full Reporter,29818,"Flagstaff, AZ","79,842",29,MB,DO,19,133,,141,,274,,"948,594",,"912,707",,0,,0,
"City of Santa Fe, dba: Santa Fe Trails",,NM,60077,County or Local Government Unit or Department of Transportation,Full Reporter,79363,"Santa Fe, NM","94,241",29,MB,DO,18,7,,17,,24,,"580,370",,"551,283",,0,,0,
Southeast Area Transit District,Preston,CT,10040,Public Agency or Authority of Transit Service,Full Reporter,64135,"Norwich--New London, CT","167,432",29,MB,DO,17,62,,374,,436,,"1,092,180",,"1,029,911",,0,,0,
"City of Santa Fe, dba: Santa Fe Trails",,NM,60077,County or Local Government Unit or Department of Transportation,Full Reporter,79363,"Santa Fe, NM","94,241",29,DR,DO,11,1,,3,,4,,"210,137",,"189,060",,0,,0,
Cache Valley Transit District,Logan,UT,80028,Public Agency or Authority of Transit Service,Full Reporter,50959,"Logan, UT","113,927",28,DR,DO,7,3,,18,,21,,"146,271",,"121,015",,0,,0,
Monroe County Transportation  Authority,Swiftwater,PA,30137,Public Agency or Authority of Transit Service,Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",28,MB,DO,6,16,,25,,41,,"420,074",,"384,696",,0,,0,
New York City Economic Development Corporation,New York,NY,22930,Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",28,MB,PT,4,5,,3,,8,,"162,893",,"112,170",,0,,0,
University of Iowa,Iowa City,IA,70019,University,Full Reporter,41590,"Iowa City, IA","126,810",28,DR,DO,3,3,,16,,19,,"27,135",,"22,428",,0,,0,
"North Central Alabama Regional Council of Governments, dba: NARCOG Regional Transit Agency",Decatur,AL,40265,COG or Other Planning Agency,Full Reporter,22690,"Decatur, AL","60,458",28,DR,DO,28,39,,23,,62,,"361,343",,"265,983",,0,,0,
New York City Economic Development Corporation,New York,NY,22930,Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",28,FB,PT,24,787,,51,,838,,"1,001,422",,"942,849",,0,,0,
Monroe County Transportation  Authority,Swiftwater,PA,30137,Public Agency or Authority of Transit Service,Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",28,DR,DO,22,9,,28,,37,,"805,411",,"652,785",,0,,0,
Northwest Alabama Council of Local Governments,Muscle Shoals,AL,40068,COG or Other Planning Agency,Full Reporter,29953,"Florence, AL","78,925",28,DR,DO,21,29,,14,,43,,"377,597",,"330,536",,0,,0,
Cache Valley Transit District,Logan,UT,80028,Public Agency or Authority of Transit Service,Full Reporter,50959,"Logan, UT","113,927",28,MB,DO,21,77,,255,,332,,"1,172,580",,"1,144,494",,0,,0,
Connecticut Department of Transportation,Newington,CT,10102,Government Unit or Department of Transportation,Full Reporter,37243,"Hartford, CT","977,158",28,CB,PT,16,0,,0,,0,,"1,000,598",,"668,052",,0,,0,
"City of Billings, dba: Metropolitan Transit System",Billings,MT,80004,County or Local Government Unit or Department of Transportation,Full Reporter,7705,"Billings, MT","128,787",28,MB,DO,16,27,,77,,104,,"643,475",,"599,695",,0,,0,
"City of Jackson, MS, dba: JTRAN-City of Jackson, MS",Jackson,MS,40015,County or Local Government Unit or Department of Transportation,Full Reporter,42211,"Jackson, MS","347,693",28,DR,PT,14,4,,49,,53,,"342,894",,"301,408",,0,,0,
"City of Jackson, MS, dba: JTRAN-City of Jackson, MS",Jackson,MS,40015,County or Local Government Unit or Department of Transportation,Full Reporter,42211,"Jackson, MS","347,693",28,MB,PT,14,2,,108,,110,,"644,895",,"614,360",,0,,0,
Connecticut Department of Transportation,Newington,CT,10102,Government Unit or Department of Transportation,Full Reporter,37243,"Hartford, CT","977,158",28,CR,PT,12,7,,130,,137,,"1,225,966",,"1,187,016",,"383,589",,"371,489",
"City of Billings, dba: Metropolitan Transit System",Billings,MT,80004,County or Local Government Unit or Department of Transportation,Full Reporter,7705,"Billings, MT","128,787",28,DR,DO,12,3,,38,,41,,"197,737",,"148,637",,0,,0,
Regional Transportation Authority,Madison,TN,40159,Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",27,CR,PT,7,0,,0,,0,,"162,423",,"150,174",,"69,449",,"64,418",
Regional Transportation Authority,Madison,TN,40159,Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",27,VP,PT,7,0,,0,,0,,"91,858",,"91,858",,0,,0,
"Buncombe County, dba: Mountain Mobility",Asheville,NC,40224,County or Local Government Unit or Department of Transportation,Full Reporter,3358,"Asheville, NC","285,776",27,MB,PT,3,11,,10,,21,,"157,726",,"129,400",,0,,0,
Altamont Corridor Express,Stockton,CA,90182,Public Agency or Authority of Transit Service,Full Reporter,85087,"Stockton, CA","414,847",27,CR,PT,27,2,,2,,4,,"901,469",,"867,991",,"170,029",,"163,454",
"Buncombe County, dba: Mountain Mobility",Asheville,NC,40224,County or Local Government Unit or Department of Transportation,Full Reporter,3358,"Asheville, NC","285,776",27,DR,PT,24,32,,38,,70,,"750,444",,"614,298",,0,,0,
Berkshire Regional Transit Authority,Pittsfield,MA,10007,"Unit of a Transit Agency, Reporting Separately",Full Reporter,69778,"Pittsfield, MA","50,720",27,MB,PT,17,43,,182,,225,,"835,416",,"835,416",,0,,0,
Pomona Valley Transportation Authority,La Verne,CA,99425,Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",27,DR,PT,16,0,,0,,0,,"412,235",,"333,871",,0,,0,
"City of Green Bay, dba: Green Bay Metro",Green Bay,WI,50002,County or Local Government Unit or Department of Transportation,Full Reporter,34813,"Green Bay, WI","224,156",27,MB,DO,15,9,,20,,29,,"758,663",,"758,549",,0,,0,
Indian River County,Vero Beach,FL,40104,County or Local Government Unit or Department of Transportation,Full Reporter,90406,"Vero Beach--Sebastian, FL","174,292",27,MB,PT,14,1,,2,,3,,"943,463",,"894,712",,0,,0,
"City of Pueblo, dba: Pueblo Transit",Pueblo,CO,80007,County or Local Government Unit or Department of Transportation,Full Reporter,72613,"Pueblo, CO","120,642",27,MB,DO,14,11,,63,,74,,"483,462",,"482,040",,0,,0,
Indian River County,Vero Beach,FL,40104,County or Local Government Unit or Department of Transportation,Full Reporter,90406,"Vero Beach--Sebastian, FL","174,292",27,DR,PT,13,0,,2,,2,,"411,824",,"316,209",,0,,0,
"City of Pueblo, dba: Pueblo Transit",Pueblo,CO,80007,County or Local Government Unit or Department of Transportation,Full Reporter,72613,"Pueblo, CO","120,642",27,DR,PT,13,5,,14,,19,,"256,274",,"233,120",,0,,0,
Regional Transportation Authority,Madison,TN,40159,Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",27,CB,PT,13,0,,0,,0,,"445,531",,"221,448",,0,,0,
"City of Green Bay, dba: Green Bay Metro",Green Bay,WI,50002,County or Local Government Unit or Department of Transportation,Full Reporter,34813,"Green Bay, WI","224,156",27,DR,PT,12,0,,1,,1,,"420,820",,"361,147",,0,,0,
Berkshire Regional Transit Authority,Pittsfield,MA,10007,"Unit of a Transit Agency, Reporting Separately",Full Reporter,69778,"Pittsfield, MA","50,720",27,DR,PT,10,1,,0,,1,,"228,829",,"179,035",,0,,0,
"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,50043,County or Local Government Unit or Department of Transportation,Full Reporter,28333,"Evansville, IN","206,855",26,DR,DO,9,8,,5,,13,,"225,110",,"211,873",,0,,0,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,30087,County or Local Government Unit or Department of Transportation,Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",26,MB,DO,8,3,,3,,6,,"488,262",,"461,456",,0,,0,
"City of Cedar Rapids, dba: Cedar Rapids Transit",Cedar Rapids,IA,70008,County or Local Government Unit or Department of Transportation,Full Reporter,14752,"Cedar Rapids, IA","192,844",26,DR,PT,4,10,,2,,12,,"159,982",,"143,688",,0,,0,
"Spartanburg Regional Health Services, Inc.",Spartanburg,SC,40244,Government Unit or Department of Transportation,Full Reporter,83548,"Spartanburg, SC","196,943",26,DR,DO,26,26,,29,,55,,"1,001,637",,"836,661",,0,,0,
Regional Planning Commission of Greater Birmingham,Birmingham,AL,40169,COG or Other Planning Agency,Full Reporter,7786,"Birmingham, AL","774,956",26,VP,PT,26,0,,0,,0,,"699,095",,"699,095",,0,,0,
"City of Cedar Rapids, dba: Cedar Rapids Transit",Cedar Rapids,IA,70008,County or Local Government Unit or Department of Transportation,Full Reporter,14752,"Cedar Rapids, IA","192,844",26,MB,DO,22,40,,60,,100,,"997,136",,"968,950",,0,,0,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,30087,County or Local Government Unit or Department of Transportation,Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",26,DR,DO,18,3,,3,,6,,"826,136",,"693,028",,0,,0,
"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,50043,County or Local Government Unit or Department of Transportation,Full Reporter,28333,"Evansville, IN","206,855",26,MB,DO,17,16,,33,,49,,"1,037,801",,"1,019,624",,0,,0,
"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,50004,County or Local Government Unit or Department of Transportation,Full Reporter,45910,"La Crosse, WI--MN","98,872",26,MB,DO,16,111,,190,,301,,"926,996",,"887,773",,0,,0,
"Bay County Transportation Planning Organization, dba: Bayway",Panama City,FL,40185,COG or Other Planning Agency,Full Reporter,67305,"Panama City--Panama City Beach, FL","162,060",26,DR,PT,14,3,,3,,6,,"324,337",,"257,265",,0,,0,
"Bay County Transportation Planning Organization, dba: Bayway",Panama City,FL,40185,COG or Other Planning Agency,Full Reporter,67305,"Panama City--Panama City Beach, FL","162,060",26,MB,PT,12,3,,3,,6,,"522,115",,"494,953",,0,,0,
"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,50004,County or Local Government Unit or Department of Transportation,Full Reporter,45910,"La Crosse, WI--MN","98,872",26,DR,PT,10,14,,42,,56,,"207,816",,"124,594",,0,,0,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,70012,County or Local Government Unit or Department of Transportation,Full Reporter,82225,"Sioux City, IA--NE--SD","113,066",25,DR,PT,8,1,,0,,1,,"176,804",,"163,958",,0,,0,
"City of Montgomery, dba: The M (Montgomery Area Transit System)",Montgomery,AL,40044,County or Local Government Unit or Department of Transportation,Full Reporter,58600,"Montgomery, AL","254,348",25,DR,DO,6,1,,0,,1,,"186,404",,"173,015",,0,,0,
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,10045,Provider Reporting on Behalf of a Public Entity,Full Reporter,37243,"Hartford, CT","977,158",25,MB,PT,5,19,,10,,29,,"206,242",,"183,331",,0,,0,
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,90087,County or Local Government Unit or Department of Transportation,Full Reporter,79417,"Santa Maria, CA","143,609",25,DR,PT,5,0,,1,,1,,"89,626",,"83,167",,0,,0,
"University of California, Davis, dba: ASUCD-Unitrans",Davis,CA,90142,University,Full Reporter,22420,"Davis, CA","77,034",25,MB,DO,25,53,,18,,71,,"636,992",,"613,801",,0,,0,
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,90087,County or Local Government Unit or Department of Transportation,Full Reporter,79417,"Santa Maria, CA","143,609",25,MB,PT,20,1,,6,,7,,"829,948",,"781,517",,0,,0,
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,10045,Provider Reporting on Behalf of a Public Entity,Full Reporter,37243,"Hartford, CT","977,158",25,CB,PT,20,23,,16,,39,,"253,629",,"168,156",,0,,0,
"City of Montgomery, dba: The M (Montgomery Area Transit System)",Montgomery,AL,40044,County or Local Government Unit or Department of Transportation,Full Reporter,58600,"Montgomery, AL","254,348",25,MB,DO,19,36,,3,,39,,"1,222,839",,"1,209,267",,0,,0,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,70012,County or Local Government Unit or Department of Transportation,Full Reporter,82225,"Sioux City, IA--NE--SD","113,066",25,MB,DO,17,11,,1,,12,,"599,133",,"579,880",,0,,0,
"City of Columbia, dba: Go COMO",Columbia,MO,70016,County or Local Government Unit or Department of Transportation,Full Reporter,18937,"Columbia, MO","141,831",25,MB,DO,13,49,,212,,261,,"422,304",,"405,631",,0,,0,
"City of Columbia, dba: Go COMO",Columbia,MO,70016,County or Local Government Unit or Department of Transportation,Full Reporter,18937,"Columbia, MO","141,831",25,DR,DO,12,15,,6,,21,,"243,941",,"223,687",,0,,0,
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,60014,County or Local Government Unit or Department of Transportation,Full Reporter,10972,"Brownsville, TX","216,444",24,DR,DO,8,8,,0,,8,,"146,011",,"129,515",,0,,0,
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,60014,County or Local Government Unit or Department of Transportation,Full Reporter,10972,"Brownsville, TX","216,444",24,MB,DO,16,72,,28,,100,,"801,204",,"752,672",,0,,0,
County of Lebanon Transit Authority,Lebanon,PA,30095,Public Agency or Authority of Transit Service,Full Reporter,48664,"Lebanon, PA","75,485",24,MB,DO,12,3,,0,,3,,"466,623",,"466,623",,0,,0,
County of Lebanon Transit Authority,Lebanon,PA,30095,Public Agency or Authority of Transit Service,Full Reporter,48664,"Lebanon, PA","75,485",24,DR,DO,12,2,,3,,5,,"299,179",,"255,915",,0,,0,
Medina County Public Transit,Medina,OH,50198,County or Local Government Unit or Department of Transportation,Full Reporter,17668,"Cleveland, OH","1,712,178",23,MB,DO,7,3,,8,,11,,"230,178",,"185,909",,0,,0,
"Greenville Transit Authority, dba: Greenlink",Greenville,SC,40053,Public Agency or Authority of Transit Service,Full Reporter,35461,"Greenville, SC","387,271",23,DR,DO,6,0,,1,,1,,"115,219",,"98,235",,0,,0,
Imperial County Transportation Commission,El Centro,CA,90226,Public Agency or Authority of Transit Service,Full Reporter,26405,"El Centro, CA","74,376",23,DR,PT,5,3,,9,,12,,"195,404",,"167,284",,0,,0,
"City of Decatur, Il, dba: Decatur Public Transit System",Decatur,IL,50061,County or Local Government Unit or Department of Transportation,Full Reporter,22717,"Decatur, IL","86,287",23,DR,PT,4,33,,43,,76,,"86,440",,"81,269",,0,,0,
"Enterprise Holdings, LLC",Syracuse,NY,20228,Provider Reporting on Behalf of a Public Entity,Full Reporter,86302,"Syracuse, NY","413,660",1,VP,PT,1,0,,0,,0,,"4,990",,"4,990",,0,,0,
